Date,Plat,category,isPresent
2019-09-02,Salade verte,legume,True
2019-09-12,Gaspacho / croûtons,legume,True
2019-09-16,Salade verte,legume,True
2019-09-20,Ratatouille,legume,True
2019-09-27,Carottes râpées bio,legume,True
2019-09-30,Radis bio,legume,True
2019-10-02,Salade verte,legume,True
2019-10-03,Galettes de légumes,legume,True
2019-10-07,Salade verte  + graine de tournesol,legume,True
2019-10-15,Salade verte,legume,True
2019-10-18,Mâche au chèvre,legume,True
2019-11-06,Choux blancs bio à la mimolette,legume,True
2019-12-04,Mâche au chèvre,legume,True
2019-12-12,Gratin de choux fleurs,legume,True
2019-12-19,Potage de légumes,legume,True
2019-12-26,Salade de pâtes Napoli,legume,True
2019-12-26,Petits pois,legume,True
2020-01-06,Salade verte,legume,True
2020-01-08,Salade verte aux noix,legume,True
2011-01-26,Epinards,legume,True
2011-02-23,TEST betteraves bio,legume,True
2011-03-09,Brocolis à la provençale,legume,True
2011-03-22,Haricots verts,legume,True
2011-03-30,Mâche / demi-œuf,legume,True
2011-04-05,Salade au surimi,legume,True
2011-04-07,Choux rouges bio au gruyère,legume,True
2011-04-15,Gaspacho,legume,True
2011-04-20,petits pois à l'Anglaise,legume,True
2011-04-27,Salade au gruyère,legume,True
2011-04-29,choux fleurs à la crème,legume,True
2011-05-04,ratatouille maison,legume,True
2011-05-16,Bâtonnière de légumes,legume,True
2011-05-17,Cocktail de fruits,legume,True
2011-05-24,Salade de pâtes aux tomates confites,legume,True
2011-06-14,Brocolis,legume,True
2011-06-16,Gaspacho,legume,True
2011-06-17,salsifis/ carottes creme,legume,True
2011-06-21,Concombres A LA CREME,legume,True
2011-06-22,salade de tomates,legume,True
2011-07-01,Tomates en salade,legume,True
2011-07-04,Pâtes à la bolognaise,legume,True
2011-07-05,Petits pois,legume,True
2011-07-19,Salsifis béchamel,legume,True
2011-07-21,courgette à la Provençal,legume,True
2011-07-26,concombres,legume,True
2011-07-27,Carottes aux oignons,legume,True
2011-07-29,Radis/beurre,legume,True
2011-08-05,Carottes râpées bio,legume,True
2011-08-12,Salade au thon,legume,True
2011-08-18,Concombres,legume,True
2011-08-22,Courgettes farcies,legume,True
2011-08-26,"salade de blé bio, tomate, maïs",legume,True
2011-08-29,Pâtes à la bolognaise,legume,True
2011-09-01,Petits pois,legume,True
2011-09-07,Tomates / demi-œuf,legume,True
2011-09-08,haricots verts,legume,True
2011-09-12,haricots beurre et plats agro,legume,True
2011-10-03,lentilles maison,legume,True
2011-10-04,choux blanc rape bio,legume,True
2011-10-06,salade carnaval,legume,True
2011-10-06,Epinards,legume,True
2011-10-10,chipo de volaille,legume,True
2011-10-19,légumes pot au feu,legume,True
2011-10-25,Concombres,legume,True
2011-10-31,haricots verts,legume,True
2011-11-02,purée de patate douce,legume,True
2011-11-03,salade verte,legume,True
2011-11-15,Salade de pâtes aux tomates confites,legume,True
2011-11-17,Dhal de lentilles,legume,True
2011-12-06,Haricots beurre et plats,legume,True
2011-12-07,cordon bleu de volaille,legume,True
2011-12-13,carottes râpées,legume,True
2011-12-20,carottes râpées,legume,True
2011-12-27,Potage tomate / vermicelle,legume,True
2011-12-30,"céléri remoulade ""maison""",legume,True
2012-01-06,Choux blanc mimolette,legume,True
2012-01-10,haricots verts,legume,True
2012-01-24,"salade de lentilles bio au gruyère (Lentilles bio, tomate, gruyère)",legume,True
2012-01-24,Batonnière de légumes,legume,True
2012-01-27,salade verte au thon,legume,True
2012-02-08,epinards (test palets),legume,True
2012-02-09,Endives aux des de pommes,legume,True
2012-03-02,epinards a la creme,legume,True
2012-03-08,Choux rouges bio,legume,True
2012-03-09,salade de betteraves,legume,True
2012-03-12,Mâche / demi-œuf,legume,True
2012-03-12,chili con carné de légumes,legume,True
2012-03-23,Purée carottes D'Aucy,legume,True
2012-03-27,Choux fleurs béchamel agro,legume,True
2012-03-29,Concombres,legume,True
2012-04-02,Salade au surimi,legume,True
2012-04-05,legumes,legume,True
2012-04-20,salade de pâtes aux tomates,legume,True
2012-04-26,salade / surimi,legume,True
2012-04-27,"salade P de terre, œuf durs",legume,True
2012-04-30,Lentilles cuisinées BIO,legume,True
2012-05-02,Petits pois,legume,True
2012-06-04,salade de tomates,legume,True
2012-06-14,Salade de choux fleurs Educalim,legume,True
2012-06-19,Choux fleurs bécha,legume,True
2012-07-05,Tomates cerises,legume,True
2012-07-16,chili con carné,legume,True
2012-07-19,Petits pois,legume,True
2012-08-08,brocolis Provençal,legume,True
2012-08-20,Pizza,legume,True
2012-08-29,carottes râpées bio,legume,True
2012-08-30,petits pois,legume,True
2012-09-17,Purée patates douces,legume,True
2012-09-18,Batonnière de légumes,legume,True
2012-10-17,Betteraves,legume,True
2012-10-25,Salade aux dés de chèvre,legume,True
2012-10-26,Carottes,legume,True
2012-10-29,Salade au chèvre,legume,True
2012-11-07,Petits pois,legume,True
2012-11-14,Carottes râpées bio,legume,True
2012-11-14,Lentilles,legume,True
2013-01-09,betteraves cube,legume,True
2013-09-11,Choux rouge bio,legume,True
2013-09-17,carottes vapeur,legume,True
2013-09-20,Des de betteraves,legume,True
2013-10-01,Salade verte,legume,True
2013-10-09,Carottes râpées bio,legume,True
2013-10-10,Nuggets de volaille+ketchup,legume,True
2013-10-18,Chou rave râpées sauce au miel,legume,True
2013-10-18,Dhal de lentilles( sans dinde),legume,True
2013-10-30,potage dee légumes et croûtons,legume,True
2013-11-04,Salade de pâtes aux tomates confites agro,legume,True
2013-11-06,Potage potiron / croûtons,legume,True
2013-11-20,Purée de légumes verts,legume,True
2013-12-17,lentilles maison,legume,True
2013-12-23,Nuggets de volaille,legume,True
2013-12-24,epinards,legume,True
2014-01-08,Choux rouges,legume,True
2014-01-14,salade de mâche/noix,legume,True
2014-01-29,Petits pois 5/1,legume,True
2014-02-04,Carottes au cumin,legume,True
2014-02-07,pomme de terre sautées,legume,True
2014-02-12,gratin d'endives et pdt,legume,True
2014-02-12,Cocktail de fruits au sirop,legume,True
2014-02-20,Carottes râpées bio,legume,True
2014-02-21,Taboulé,legume,True
2014-02-25,Mâche/surimi,legume,True
2014-03-05,Potage carotte / croûtons,legume,True
2014-03-11,Mâche / demi-œuf,legume,True
2014-03-12,Choux blancs mimolette,legume,True
2014-03-17,Salade verte,legume,True
2014-03-25,Salade verte,legume,True
2014-04-10,Radis/beurre,legume,True
2014-04-24,salade verte,legume,True
2014-04-25,Petits poisson panés,legume,True
2014-05-07,Concombres/ mozzarela (billes),legume,True
2014-05-09,Betteraves,legume,True
2014-05-27,Courgettes beurre provençale,legume,True
2014-05-27,Salade de fruits frais,legume,True
2014-05-28,Choux blancs mimolette,legume,True
2014-06-04,Paupiette de volaille sauce forestière,legume,True
2014-06-04,Haricots verts cuits D'aucy,legume,True
2014-06-20,Carottes râpées bio,legume,True
2014-06-24,Salade de pâtes aux tomates confites,legume,True
2014-06-27,Choux blancs / mimolette,legume,True
2014-06-30,Radis / beurre,legume,True
2014-07-02,carottes râpées,legume,True
2014-07-02,lentilles bio,legume,True
2014-07-04,macédoine,legume,True
2014-07-10,Salade douceur,legume,True
2014-07-17,Pizza,legume,True
2014-07-22,Purée de carottes,legume,True
2014-07-30,Concombres,legume,True
2014-09-11,Choux blancs bio mimolette,legume,True
2014-09-18,Haricots verts d'Aucy,legume,True
2014-10-01,Salade verte au gruyère,legume,True
2014-10-10,galettes brocolis/carottes,legume,True
2014-10-24,"Tomate, maïs, concombres)",legume,True
2014-10-28,pâté de volaille individuelle,legume,True
2014-11-04,Pizza,legume,True
2014-11-05,ratatouille,legume,True
2014-11-19,Taboulé,legume,True
2014-11-20,Choux blancs à la mimolette,legume,True
2014-12-03,purée de potiron,legume,True
2014-12-04,Céleri rémoulade bio,legume,True
2014-12-08,Mâche aux dés de gruyère,legume,True
2014-12-08,Palets brocolis/carottes,legume,True
2014-12-11,Betteraves râpées bio,legume,True
2014-12-15,salade verte,legume,True
2015-01-22,Petits pois carottes s/vide,legume,True
2015-02-03,salade composée,legume,True
2015-02-12,Haricots verts,legume,True
2015-02-18,Carottes surgelées,legume,True
2015-02-23,Petits pois,legume,True
2015-02-24,Poêlée de légumes et potatoes,legume,True
2015-02-26,Concombres,legume,True
2015-03-20,Carottes au beurre,legume,True
2015-04-23,Mâche au gruyère,legume,True
2015-05-12,saucisses de volaille bio,legume,True
2015-05-18,Salade verte,legume,True
2015-05-20,Salade de tomates,legume,True
2015-05-26,Pâtes à la bolognaise,legume,True
2015-05-28,Pâté bio+pâté de volaille,legume,True
2015-06-01,Poêlée légumes et potatoes,legume,True
2015-06-11,Radis/beurre,legume,True
2015-06-18,purée de pomme de terre,legume,True
2015-06-29,Petits panés de volaille,legume,True
2015-07-01,Carottes conventionnelles râpées,legume,True
2015-07-09,Haricots verts,legume,True
2015-07-17,Salade Marco Polo au saumon,legume,True
2015-07-20,Betteraves aux dés de chèvre,legume,True
2015-08-12,Salade de tomates,legume,True
2015-08-19,Salade verte,legume,True
2015-09-04,Palets brocolis/carottes,legume,True
2015-09-07,Purée de légumes verts,legume,True
2015-09-08,Salade / demi-oeuf,legume,True
2015-09-11,carbonata d'aubergines,legume,True
2015-09-18,Concombres vgte,legume,True
2015-09-21,Salade verte,legume,True
2015-09-29,Tajine de légumes SMR,legume,True
2015-10-05,salade verte,legume,True
2015-10-09,Salade de pâtes,legume,True
2015-10-16,Carottes râpées bio,legume,True
2015-10-22,Taboulé,legume,True
2015-10-23,Courgettes à la tomate,legume,True
2015-10-27,Pizza,legume,True
2015-10-29,Choux rouges au gruyère,legume,True
2015-10-30,Galette de légumes Monde des Crêpes,legume,True
2015-11-06,Petits poissons panés,legume,True
2015-11-17,Haricots verts/haricots beurre  coupés,legume,True
2015-11-20,Salade verte,legume,True
2015-11-26,Endives / surimi,legume,True
2015-12-14,Haché de volaille,legume,True
2016-02-12,Epinards,legume,True
2016-02-15,"Salade de lentilles (lentilles, maïs,cornichons)",legume,True
2016-02-16,Brocolis,legume,True
2016-02-17,Céleri et carottes bio rémoulade,legume,True
2016-02-18,Chou rouge bio,legume,True
2016-02-22,Salade de mâche,legume,True
2016-03-01,Carottes râpées bio,legume,True
2016-03-02,Betteraves,legume,True
2016-03-07,Endives au surimi et pommes,legume,True
2016-03-09,Brocolis à la crème,legume,True
2016-04-01,Courgettes à la tomate,legume,True
2016-04-18,PA jeudi avec volaille,legume,True
2016-04-20,Choux rouges bio,legume,True
2016-06-01,Gaspacho,legume,True
2016-06-07,Rillettes de thon/citron salade,legume,True
2016-06-08,Taboulé Tipiak aux légumes frais,legume,True
2016-06-14,salade verte/dés de chèvre,legume,True
2016-06-14,Sauce tomate,legume,True
2016-06-17,Flan de courgettes bio,legume,True
2016-06-20,Haricots verts/ haricots beurre,legume,True
2016-06-22,Ratatouille,legume,True
2016-06-27,Gratinée de légumes,legume,True
2016-07-08,Salade sombrero,legume,True
2016-07-29,Carottes râpées,legume,True
2016-08-01,Pâtes à la bolognaise,legume,True
2016-08-05,Epinards,legume,True
2016-08-09,Lentilles bio,legume,True
2016-08-25,Pizza,legume,True
2016-09-13,Salade verte aux dés de chèvre,legume,True
2016-09-23,Galette de soja tomate/basilic et sauce tomate,legume,True
2016-09-30,Betteraves,legume,True
2016-10-04,Choux blancs bio° à la mimolette,legume,True
2016-10-10,Poêlée de légumes,legume,True
2016-10-28,Purée de légumes verts,legume,True
2016-11-16,Rillettes de thon avec citrons et salade,legume,True
2016-11-17,Salade verte aux noix,legume,True
2016-12-23,Brocolis,legume,True
2016-12-28,"Salade de fruits frais (ananas, pastèque, melon, pomme, ora)",legume,True
2017-01-03,Salade coleslaw,legume,True
2017-01-17,Salade de fruits exotiques,legume,True
2017-01-24,Soupe miso et champignons émincés,legume,True
2017-01-30,"Purée de courge ""maison""",legume,True
2017-02-03,Potage carottes / croûtons,legume,True
2017-02-15,Choux blancs bio° à la mimolette,legume,True
2017-02-17,Galette de soja tomate/basilic et sauce tomate,legume,True
2017-03-03,Gratin de choux fleurs,legume,True
2017-03-23,Choux blancs bio° à la mimolette,legume,True
2017-03-24,Galette de soja  tomate / basilic et sauce tomate,legume,True
2017-03-30,"Gratinée de légumes (pdt, carottes, brocolis)",legume,True
2017-04-10,Petits pois maraîcher,legume,True
2017-04-12,"Salade carnaval (mais, tomates, concombres)",legume,True
2017-04-21,Concombres,legume,True
2017-04-25,Purée de légumes verts,legume,True
2017-04-26,Salsifis,legume,True
2017-04-28,Dhal de lentilles bio°,legume,True
2017-05-10,Salade coleslaw,legume,True
2017-05-16,Carottes râpées bio,legume,True
2017-05-18,Salade douceur (garniture) 500g,legume,True
2017-05-31,Salade verte à la mimolette,legume,True
2017-06-02,Radis bio,legume,True
2017-06-20,"Salade composée au mini farballes et thon (pâtes, thon maïs)",legume,True
2017-06-29,Epinards à la crème,legume,True
2017-07-04,"Salade de riz (riz, maïs, carottes, poivrons)",legume,True
2017-07-05,Galette de soja tomate/basilic et sauce tomate,legume,True
2017-07-06,Salade de tomates,legume,True
2017-07-19,Dés de betteraves au chèvre,legume,True
2017-08-08,Petits pois,legume,True
2017-08-09,Concombres,legume,True
2017-08-09,Cocktail de fruits au sirop,legume,True
2017-08-16,Lasagnes* napolitaines,legume,True
2017-08-23,Gratin de choux fleurs,legume,True
2017-08-24,Gaspacho / croûtons,legume,True
2017-09-15,Chili de légumes sans tofu,legume,True
2017-10-02,Haricots verts/haricots beurre,legume,True
2017-10-23,Salade de mâche au thon,legume,True
2017-11-15,Céleri rémoulade bio,legume,True
2017-11-17,"Salade carnaval (mais, tomates, concombres)",legume,True
2017-11-20,Purée de potimarron bio°,legume,True
2017-11-24,Galette de soja tomate/basilic et sauce tomate,legume,True
2017-12-13,Carottes,legume,True
2017-12-22,Purée de légumes verts,legume,True
2018-01-23,Salade verte au thon,legume,True
2018-01-25,Potage de légumes,legume,True
2018-01-31,Gratin de choux fleurs,legume,True
2018-02-20,Purée de potimarron bio°,legume,True
2018-02-21,Betteraves,legume,True
2018-02-23,Courgettes à la tomate,legume,True
2018-03-02,Courgettes à la tomate,legume,True
2018-03-07,Concombres sauce crème,legume,True
2018-03-27,Salade verte,legume,True
2018-03-29,Choux blancs bio° à la mimolette,legume,True
2018-03-30,"Salade de fruits frais (ananas, pastèque, melon, pomme, ora)",legume,True
2018-04-16,Radis bio,legume,True
2018-04-26,Salade de tomates,legume,True
2018-05-03,Radis bio,legume,True
2018-05-18,Chili de légumes sans tofu,legume,True
2018-06-06,Galette de soja  tomate / basilic et sauce tomate,legume,True
2018-07-04,Pomme de terre vapeur,legume,True
2018-07-16,Salade coleslaw,legume,True
2018-07-18,Ratatouille,legume,True
2018-08-01,Choux rouge au gruyère,legume,True
2018-08-01,Carottes bio,legume,True
2018-08-17,Gratin de choux fleurs,legume,True
2018-08-22,Ratatouille,legume,True
2018-09-13,Boeuf* sauce aux champignons,legume,True
2018-09-13,Haricots verts,legume,True
2018-10-02,Carottes râpées bio°,legume,True
2018-10-03,Salade verte aux dés de chèvre,legume,True
2018-10-10,Carottes bio,legume,True
2018-10-24,Salade verte au thon,legume,True
2018-10-26,Gratin de choux fleurs,legume,True
2018-11-05,Boulettes de boeuf sauce tomate,legume,True
2018-11-07,Riz et sauce tomate,legume,True
2018-11-12,Lasagnes* napolitaines,legume,True
2018-11-14,Choux rouges bio° à la mimolette,legume,True
2018-11-19,Ratatouille,legume,True
2018-11-27,Petits-pois,legume,True
2018-12-04,Salade de douceur au surimi,legume,True
2018-12-14,Carottes râpées bio°,legume,True
2018-12-21,Galette de soja  tomate / basilic et sa sauce tomate,legume,True
2018-12-21,Riz et sauce tomate,legume,True
2018-12-28,Salade verte,legume,True
2019-01-02,Salade verte au thon,legume,True
2019-01-03,Salade coleslaw,legume,True
2019-01-11,Salade de pâtes Napoli,legume,True
2019-01-16,Endives aux dés de chèvre,legume,True
2019-01-17,Paté de volaille,legume,True
2019-01-25,Endives / demi oeuf bio°,legume,True
2019-01-30,Dés de betteraves,legume,True
2019-02-11,Salade verte+ surimi + oeuf,legume,True
2019-02-11,Parmentier végétal aux lentilles,legume,True
2019-02-12,Choux rouges bio°,legume,True
2019-02-13,Petits-pois,legume,True
2019-02-22,Purée de légumes verts,legume,True
2019-03-07,Boeuf* sauce aux champignons,legume,True
2019-03-12,Carottes râpées bio°,legume,True
2019-03-20,"Poêlée de légumes (carottes, haricots verts, pdt, brocolis)",legume,True
2019-04-01,Dés de betteraves,legume,True
2019-04-01,Lasagnes* napolitaines,legume,True
2019-04-04,Epinards à la crème,legume,True
2019-04-10,Salade verte aux noix,legume,True
2019-04-12,Carottes râpées bio°,legume,True
2019-04-17,Betterave en dés +des de chevre,legume,True
2019-05-17,Dés de betteraves au chèvre,legume,True
2019-05-20,Dhal de lentilles bio°,legume,True
2019-05-21,Salade verte aux graines de tournesol,legume,True
2019-05-24,Poêlée de légumes,legume,True
2019-06-11,"Salade de fruits frais (ananas, pastèque, melon, pomme, ora)",legume,True
2019-06-28,"Salade de blé bio, tomates et concombres",legume,True
2019-07-01,Emincé de volaille sauce Normande,legume,True
2019-07-11,Taboulé,legume,True
2019-07-11,Petits pois maraîcher,legume,True
